[33851, 216, 0, 0, 5916, 1236, 8104, 1826, 0, 0, 34, 11626, 0, 0, 0, 0, 0, 0, 0, 0, 2851, 469, 1266, 15, 1319, 118, 2461, 17349, 0, 0, 0, 1420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 179, 510, 0, 0, 3, 3093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4440]
[41008, 190, 0, 0, 7102, 1357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3664, 30, 0, 0, 18384, 6687, 120, 0, 573, 96, 92, 0, 0, 0, 0, 0, 3, 0, 0, 0, 735, 1233, 1, 0, 7, 527, 909, 31, 0, 0, 18, 79, 0, 0, 0, 0, 0, 4, 0, 0, 0, 212, 127, 2, 0, 1, 221, 14891]
[39147, 283, 0, 0, 7448, 735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2313, 53, 0, 0, 19470, 9611, 2187, 0, 371, 6076, 833, 0, 0, 0, 0, 0, 569, 0, 0, 0, 1059, 1216, 77, 0, 0, 484, 2090, 1729, 0, 0, 0, 45, 0, 0, 0, 0, 5, 25, 0, 0, 0, 135, 497, 87, 0, 2, 489, 1268]
[19553, 1128, 0, 0, 31876, 8799, 41, 0, 4, 0, 0, 0, 0, 0, 0, 0, 184, 14, 0, 0, 8145, 10666, 6339, 0, 719, 3854, 2814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 3, 0, 0, 353, 595, 714, 0, 2, 9, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 9, 2039]
[17993, 226, 0, 0, 14395, 5561, 25, 0, 445, 2, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5934, 4710, 3660, 0, 18160, 15210, 3339, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 34, 0, 0, 0, 708, 2936, 1585, 0, 5, 17, 989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 0, 0, 0, 151, 2167]
[14593, 461, 0, 0, 3610, 2956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 0, 0, 2951, 8723, 1258, 0, 29407, 4158, 5941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8678, 997, 2787, 25, 694, 451, 4, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 41, 59, 7, 10401]
[19243, 145, 0, 0, 5127, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1328, 0, 0, 0, 21630, 5714, 36, 0, 16998, 3297, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 394, 917, 0, 0, 0, 826, 274, 154, 0, 0, 16, 7531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 17, 14137]
[37355, 0, 0, 0, 23101, 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 0, 12409, 4266, 0, 0, 3317, 1928, 27, 0, 0, 0, 0, 0, 3, 0, 0, 0, 214, 206, 0, 0, 0, 315, 988, 2, 0, 5, 191, 436, 0, 0, 0, 0, 0, 14, 0, 0, 0, 12, 189, 0, 0, 0, 200, 12533]
[14307, 76, 0, 0, 6727, 161, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2709, 1, 0, 0, 26895, 1348, 11599, 0, 4722, 938, 7974, 3045, 0, 0, 0, 0, 217, 17, 0, 0, 603, 219, 0, 0, 350, 1603, 9267, 5047, 0, 38, 9, 22, 59, 18, 0, 0, 30, 43, 12, 0, 12, 35, 83, 6, 0, 2, 16, 92]
[24291, 463, 0, 0, 8392, 593, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 24600, 2481, 4683, 1315, 1147, 521, 1132, 10560, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 0, 0, 80, 2365, 2185, 10756, 0, 17, 169, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 1, 1726, 369]
[16877, 7633, 0, 0, 1072, 662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2115, 91, 0, 0, 34989, 5517, 12893, 5, 1804, 157, 1987, 1132, 0, 0, 0, 0, 1, 0, 0, 0, 173, 161, 1, 0, 589, 1014, 2733, 4587, 0, 0, 33, 163, 0, 0, 0, 0, 0, 0, 0, 0, 2, 53, 39, 2, 0, 1, 146, 1672]
[9804, 228, 0, 0, 6906, 1433, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 776, 20, 0, 0, 19854, 3233, 251, 0, 24621, 5710, 481, 29, 0, 0, 0, 0, 131, 17, 0, 0, 600, 158, 27, 0, 644, 2636, 1456, 4604, 0, 40, 21, 2962, 53, 66, 0, 0, 12, 10, 0, 0, 54, 157, 23, 3, 0, 23, 121, 11137]
[28546, 36, 0, 0, 30576, 699, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7435, 1446, 156, 0, 1130, 508, 919, 2262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 40, 871, 2567, 0, 0, 216, 9217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11618]
[9147, 281, 0, 0, 6904, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1663, 7, 0, 0, 30994, 2412, 74, 0, 25070, 5484, 140, 11, 0, 0, 0, 0, 235, 13, 0, 0, 1863, 502, 8, 0, 1344, 7591, 784, 386, 0, 76, 63, 14, 69, 118, 0, 0, 0, 47, 3, 0, 3, 54, 285, 29, 0, 1, 670, 1105]
[6307, 0, 0, 0, 516, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3375, 4, 0, 0, 14592, 621, 0, 0, 1896, 718, 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 3205, 595, 1, 0, 18762, 15524, 343, 324, 1, 81, 176, 16282, 0, 0, 0, 0, 50, 42, 0, 0, 527, 2534, 143, 0, 12, 2177, 516, 8724]
[8458, 46, 0, 0, 560, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 639, 2, 0, 0, 32424, 3317, 11, 0, 6901, 6777, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 407, 0, 0, 484, 11060, 492, 1743, 0, 3, 21, 8657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46, 0, 0, 0, 104, 15959]
[6628, 147, 139, 0, 2601, 75, 9867, 242, 0, 0, 0, 0, 0, 0, 0, 0, 346, 1, 0, 0, 23103, 1488, 8775, 2937, 3361, 1750, 956, 9251, 0, 0, 0, 0, 0, 0, 0, 0, 28, 32, 0, 0, 528, 1551, 1054, 11229, 0, 19, 48, 7057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 2, 108, 4976]
[20135, 615, 1007, 0, 7860, 401, 5071, 67, 0, 0, 0, 0, 0, 0, 0, 0, 77, 3, 0, 0, 10772, 1810, 12610, 2563, 22, 144, 3626, 8524, 0, 0, 0, 0, 13, 9, 0, 0, 2, 12, 0, 0, 0, 167, 4605, 13403, 0, 0, 9, 2427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 27, 2322]
[1476, 0, 0, 0, 1133, 384, 292, 0, 0, 14, 196, 0, 0, 0, 0, 0, 302, 2, 0, 0, 12339, 1172, 1165, 0, 2913, 358, 2346, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1589, 36, 4, 0, 13012, 334, 670, 12, 29, 8, 76, 144, 0, 0, 0, 0, 31, 0, 0, 0, 1406, 195, 38, 2, 93, 219, 222, 18288]
[22892, 1, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9243, 2, 0, 0, 23942, 739, 0, 0, 130, 7, 0, 0, 0, 0, 0, 0, 1291, 0, 0, 0, 22043, 1643, 0, 0, 7768, 1744, 50, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2823, 147, 0, 0, 2475, 736, 70, 0, 97, 33, 14, 0]
[16006, 52, 0, 0, 1938, 535, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6224, 9, 0, 0, 16284, 7327, 592, 0, 1266, 1754, 1278, 51, 0, 0, 0, 0, 1545, 27, 0, 0, 7119, 5865, 4, 0, 3379, 9100, 2062, 1347, 0, 48, 318, 11425, 7, 8, 0, 0, 158, 335, 0, 0, 249, 1156, 90, 0, 0, 197, 415, 128]
[14487, 0, 0, 0, 6572, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9019, 0, 0, 0, 28772, 766, 0, 0, 9829, 7740, 0, 0, 0, 0, 0, 0, 3501, 191, 0, 0, 3553, 898, 0, 0, 3807, 8786, 108, 0, 0, 14, 49, 1, 1, 3, 0, 0, 2, 70, 0, 0, 9, 58, 6, 0, 0, 2, 33, 16]
[11369, 0, 0, 0, 4174, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 866, 0, 0, 0, 17597, 3110, 210, 0, 2468, 723, 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3520, 1425, 4, 0, 12009, 19884, 5370, 11, 602, 9056, 30, 173, 0, 0, 0, 0, 0, 0, 0, 0, 1917, 1162, 181, 0, 304, 1604, 87, 8]
[7028, 200, 0, 0, 9337, 1489, 2947, 584, 0, 0, 0, 0, 0, 0, 0, 0, 38, 9, 0, 0, 12138, 5938, 12403, 1619, 6632, 1071, 1486, 23650, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 56, 0, 9278, 1907, 356, 23, 0, 20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 1, 25, 5]
[5762, 0, 0, 0, 2157, 125, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1665, 7, 0, 0, 9279, 3094, 809, 0, 3790, 2553, 1867, 0, 0, 0, 0, 0, 1016, 36, 0, 0, 1169, 556, 0, 0, 9949, 28220, 5396, 2391, 45, 507, 671, 12640, 139, 65, 0, 0, 128, 225, 0, 0, 71, 1572, 10, 0, 6, 1912, 73, 388]
[27876, 632, 1, 0, 8322, 1658, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3862, 151, 0, 0, 16129, 7251, 692, 100, 1825, 6033, 275, 187, 0, 0, 0, 0, 388, 297, 0, 0, 3942, 3118, 35, 0, 2411, 7272, 576, 256, 65, 1113, 105, 41, 0, 11, 0, 0, 47, 513, 28, 0, 70, 1482, 104, 1, 67, 1106, 145, 95]
[7971, 3, 0, 0, 2793, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4915, 12, 0, 0, 17911, 1581, 5, 0, 6245, 1946, 132, 12, 210, 345, 0, 0, 591, 43, 0, 0, 10125, 2995, 0, 0, 10992, 8454, 455, 46, 143, 13454, 134, 826, 0, 20, 0, 0, 188, 365, 0, 0, 1146, 2948, 63, 5, 141, 949, 87, 4]
[28921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17981, 0, 0, 0, 69, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9640, 0, 0, 0, 3819, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 25695, 0, 0, 0, 8628, 0, 0, 0, 1095, 262, 219, 1850]
[24032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10482, 1, 0, 0, 1186, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5765, 2, 0, 0, 17458, 115, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1468, 0, 0, 0, 19560, 264, 0, 0, 5806, 180, 1, 0, 10972, 188, 141, 650]
[12292, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6880, 0, 0, 0, 15663, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 39394, 1201, 0, 0, 127, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14942, 3, 0, 0, 6199, 921, 0, 0, 0, 0, 0, 0]
[21061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13690, 0, 0, 0, 6179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1078, 0, 0, 0, 43003, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12472, 3, 0, 0, 623, 16, 0, 0, 85, 88, 0, 0]
[11147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1330, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76498, 930, 0, 0, 2177, 4667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
